token,symbol,exch_seg
131685,GOLD26JUL116500CE,NCO
131687,GOLD26JUL116600CE,NCO
131704,GOLD26JUL117400PE,NCO
131708,GOLD26JUL117600PE,NCO
131715,GOLD26AUG117200CE,NCO
131723,GOLD26AUG117600CE,NCO
131731,GOLD26AUG118000CE,NCO
131732,GOLD26AUG118000PE,NCO
131740,SILVERM26SEP154750CE,NCO
131741,SILVERM26SEP154750PE,NCO
131747,SILVERM26SEP155500PE,NCO
131756,SILVERM26SEP156750CE,NCO
131761,ZINC26JAN277.5PE,NCO
131766,ZINC26JAN285CE,NCO
131768,GOLDM25OCT111300PE,NCO
131776,GOLDM25OCT111700PE,NCO
131798,GOLDM25NOV112100PE,NCO
131799,GOLDM25NOV112200CE,NCO
131816,GOLDM25NOV113000PE,NCO
131822,ZINC26JAN290CE,NCO
131823,SILVERM25OCT132000CE,NCO
131832,SILVERM26JAN134000PE,NCO
131833,SILVERM26FEB134500CE,NCO
131852,GOLD25OCT112600PE,NCO
131862,GOLD26MAY116600PE,NCO
131865,GOLD26JUL117800CE,NCO
131871,GOLDM25NOV113200CE,NCO
131877,SILVER25DEC131250CE,NCO
131881,SILVER25DEC131750CE,NCO
131898,SILVER25DEC133750PE,NCO
131923,SILVER26MAR133750CE,NCO
131939,ZINC26JAN290PE,NCO
131946,GOLD25OCT112700PE,NCO
131950,GOLD25NOV113300PE,NCO
131955,GOLD25DEC114000CE,NCO
131957,GOLD26JAN114500CE,NCO
131959,GOLD26JAN114600CE,NCO
131961,GOLD26FEB115000CE,NCO
131993,ZINC26JAN300PE,NCO
131999,GOLDM25OCT112800CE,NCO
132001,GOLDM25NOV113300CE,NCO
132010,ZINC26JAN312.5CE,NCO
132013,SILVER26MAR151000CE,NCO
132022,GOLD25OCT118200PE,NCO
132023,GOLD25OCT118300CE,NCO
132039,SILVERM25OCT133500CE,NCO
132041,SILVERM25OCT133750CE,NCO
132044,SILVERM25OCT134000PE,NCO
132077,SILVERM25NOV135750CE,NCO
132078,SILVERM25NOV135750PE,NCO
132084,SILVERM25DEC134000PE,NCO
132092,SILVERM25DEC135000PE,NCO
132097,SILVERM25DEC135750CE,NCO
132119,SILVERM26JAN136000CE,NCO
132125,SILVERM26JAN136750CE,NCO
132126,SILVERM26JAN136750PE,NCO
132128,SILVERM26JAN137000PE,NCO
132137,SILVERM26FEB135500CE,NCO
132138,SILVERM26FEB135500PE,NCO
132139,SILVERM26FEB135750CE,NCO
132154,SILVERM26FEB137500PE,NCO
132155,SILVERM26FEB137750CE,NCO
132156,SILVERM26FEB137750PE,NCO
132153,SILVERM26FEB137500CE,NCO
132157,SILVERM26MAR135500CE,NCO
132178,SILVERM26MAR138000PE,NCO
132183,SILVERM26APR136250CE,NCO
132184,SILVERM26APR136250PE,NCO
132189,SILVERM26APR137000CE,NCO
132204,SILVERM26APR138750PE,NCO
132213,SILVERM26MAY137250CE,NCO
132224,SILVERM26MAY138500PE,NCO
132293,SILVERM26AUG139500CE,NCO
132232,SILVERM26MAY139500PE,NCO
132233,SILVERM26MAY139750CE,NCO
132278,SILVERM26JUL140250PE,NCO
132318,GOLD25OCT118700PE,NCO
132320,GOLD25OCT118800PE,NCO
132326,ZINC25NOV305PE,NCO
132338,SILVER25DEC134750PE,NCO
132340,SILVER25DEC135000PE,NCO
132350,SILVER26MAR135250PE,NCO
132359,GOLD25OCT119100CE,NCO
132365,GOLD25OCT119400CE,NCO
132367,GOLD25OCT119500CE,NCO
132380,GOLD25OCT113100PE,NCO
132385,GOLD25OCT113400CE,NCO
132406,GOLD25NOV113900PE,NCO
132417,GOLD25NOV114500CE,NCO
132428,GOLD25DEC114500PE,NCO
132452,GOLD26JAN115200PE,NCO
132459,GOLD26JAN115600CE,NCO
132473,GOLD26FEB115700CE,NCO
132486,GOLD26MAR115700PE,NCO
132526,GOLD26APR117300PE,NCO
132527,GOLD26MAY116900CE,NCO
132530,GOLD26MAY117000PE,NCO
132536,GOLD26MAY117300PE,NCO
132549,GOLD26JUN117500CE,NCO
132553,GOLD26JUN117700CE,NCO
132556,GOLD26JUN117800PE,NCO
132560,GOLD26JUN118000PE,NCO
132564,GOLD26JUN118200PE,NCO
132569,GOLD26JUN118500CE,NCO
132572,GOLD26JUL118100PE,NCO
132580,GOLD26JUL118500PE,NCO
132587,GOLD26JUL118900CE,NCO
132593,GOLD26AUG118700CE,NCO
132601,GOLD26AUG119100CE,NCO
132605,GOLD26AUG119300CE,NCO
132608,GOLD26AUG119400PE,NCO
132620,GOLD25OCT120100PE,NCO
132640,GOLDM25OCT113100PE,NCO
132650,GOLDM25OCT113600PE,NCO
132653,GOLDM25OCT113800CE,NCO
132654,GOLDM25OCT113800PE,NCO
132662,GOLDM25NOV113700PE,NCO
132673,GOLDM25NOV114300CE,NCO
132674,GOLDM25NOV114300PE,NCO
132688,SILVERM25OCT135500PE,NCO
132698,SILVERM25NOV136250PE,NCO
132704,SILVERM25DEC136750PE,NCO
132715,SILVERM26JAN138000CE,NCO
132733,SILVERM26MAR139500CE,NCO
132735,SILVERM26APR139500CE,NCO
132742,SILVERM26APR140250PE,NCO
132767,SILVERM26AUG142250CE,NCO
132774,SILVERM26AUG143000PE,NCO
132786,SILVER26MAR139000PE,NCO
132793,GOLD25NOV120200CE,NCO
132799,GOLD25NOV120500CE,NCO
132800,GOLD25NOV120500PE,NCO
132805,GOLD25DEC119400CE,NCO
132807,GOLD25DEC119500CE,NCO
132819,GOLD25OCT114500CE,NCO
132821,GOLD25OCT114600CE,NCO
132825,GOLD25OCT114800CE,NCO
132826,GOLD25OCT114800PE,NCO
132835,GOLD25NOV114900CE,NCO
132844,GOLD25NOV115300PE,NCO
132849,GOLD25NOV115600CE,NCO
132861,GOLD25DEC115700CE,NCO
132873,GOLD26JAN115900CE,NCO
132878,GOLD26JAN116100PE,NCO
132915,GOLD26MAR116900CE,NCO
132917,GOLD26MAR117000CE,NCO
132918,GOLD26MAR117000PE,NCO
132921,GOLD26MAR117200CE,NCO
132922,GOLD26MAR117200PE,NCO
132928,GOLD26MAR117500PE,NCO
132931,GOLD26MAR117700CE,NCO
132935,GOLD26APR117400CE,NCO
132948,GOLD26APR118000PE,NCO
132951,GOLD26APR118200CE,NCO
132953,GOLD26APR118300CE,NCO
132959,GOLD26MAY118100CE,NCO
132979,GOLD26JUN118600CE,NCO
132982,GOLD26JUN118700PE,NCO
133015,GOLD26JUL119900CE,NCO
133023,GOLD26AUG119800CE,NCO
133035,GOLD26AUG120400CE,NCO
133043,GOLD26AUG120800CE,NCO
133046,GOLD25DEC119600PE,NCO
133048,GOLD25DEC119700PE,NCO
133057,GOLD25DEC120200CE,NCO
133071,GOLDM25OCT114200CE,NCO
133076,GOLDM25OCT114400PE,NCO
133079,GOLDM25OCT114600CE,NCO
133082,GOLDM25OCT114700PE,NCO
133112,GOLD25DEC120800PE,NCO
133137,SILVERM25OCT136500CE,NCO
133142,SILVERM25OCT137000PE,NCO
133143,SILVERM25OCT137250CE,NCO
133147,SILVERM25OCT137750CE,NCO
133163,SILVERM25OCT139750CE,NCO
133167,SILVERM25NOV137250CE,NCO
133175,SILVERM25NOV138250CE,NCO
133178,SILVERM25NOV138500PE,NCO
133192,SILVERM25NOV140250PE,NCO
133209,SILVERM25DEC139500CE,NCO
133212,SILVERM25DEC139750PE,NCO
133213,SILVERM25DEC140000CE,NCO
133223,SILVERM25DEC141250CE,NCO
133236,SILVERM26JAN139750PE,NCO
133247,SILVERM26JAN141250CE,NCO
133268,SILVERM26FEB140750PE,NCO
133274,SILVERM26FEB141500PE,NCO
133304,SILVERM26MAR142250PE,NCO
133330,SILVERM26APR142500PE,NCO
133333,SILVERM26APR143000CE,NCO
133348,SILVERM26MAY141500PE,NCO
133351,SILVERM26MAY142000CE,NCO
133361,SILVERM26MAY143250CE,NCO
133364,SILVERM26MAY143500PE,NCO
133367,SILVERM26MAY144000CE,NCO
133388,SILVERM26JUN143500PE,NCO
133402,SILVERM26JUN145250PE,NCO
133404,SILVERM26JUL142500PE,NCO
133409,SILVERM26JUL143250CE,NCO
133415,SILVERM26JUL144000CE,NCO
133449,SILVERM26AUG145250CE,NCO
133457,SILVERM26AUG146250CE,NCO
133472,SILVER25DEC140250PE,NCO
133485,SILVER26MAR139750CE,NCO
133511,GOLD26JAN121100CE,NCO
133515,GOLD26JAN121300CE,NCO
133516,GOLD26JAN121300PE,NCO
133520,GOLD26JAN121500PE,NCO
133530,GOLD26JAN122000PE,NCO
133565,GOLD25OCT115900CE,NCO
133566,GOLD25OCT115900PE,NCO
133588,GOLD25OCT117000PE,NCO
133594,GOLD25NOV115700PE,NCO
133599,GOLD25NOV116000CE,NCO
133622,GOLD25NOV117100PE,NCO
133623,GOLD25NOV117200CE,NCO
133629,GOLD25NOV117500CE,NCO
133636,GOLD25NOV117800PE,NCO
133643,GOLD25DEC116500CE,NCO
133681,GOLD25DEC118400CE,NCO
133699,GOLD26JAN117600CE,NCO
133722,GOLD26JAN118700PE,NCO
133760,GOLD26FEB118900PE,NCO
133768,GOLD26FEB119300PE,NCO
133778,GOLD26MAR118100PE,NCO
133782,GOLD26MAR118300PE,NCO
133794,GOLD26MAR118900PE,NCO
133805,GOLD26MAR119500CE,NCO
133806,GOLD26MAR119500PE,NCO
133807,GOLD26MAR119600CE,NCO
133817,GOLD26MAR120100CE,NCO
133818,GOLD26MAR120100PE,NCO
133832,GOLD26APR119100PE,NCO
133853,GOLD26APR120200CE,NCO
133858,GOLD26APR120400PE,NCO
133864,GOLD26APR120700PE,NCO
133867,GOLD26MAY119200CE,NCO
133871,GOLD26MAY119400CE,NCO
133873,GOLD26MAY119500CE,NCO
133874,GOLD26MAY119500PE,NCO
133876,GOLD26MAY119600PE,NCO
133878,GOLD26MAY119700PE,NCO
133880,GOLD26MAY119800PE,NCO
133892,GOLD26MAY120400PE,NCO
133895,GOLD26MAY120600CE,NCO
133903,GOLD26MAY121000CE,NCO
133904,GOLD26MAY121000PE,NCO
133909,GOLD26MAY121300CE,NCO
133924,GOLD26JUN120300PE,NCO
133964,GOLD26JUL120600PE,NCO
133917,GOLD26JUN120000CE,NCO
133926,GOLD26JUN120400PE,NCO
134019,GOLD26AUG121600CE,NCO
134022,GOLD26AUG121700PE,NCO
134032,GOLD26AUG122200PE,NCO
134048,GOLD26AUG123000PE,NCO
134050,GOLD26AUG123100PE,NCO
134053,GOLD26FEB121300CE,NCO
134057,GOLD26FEB121500CE,NCO
134064,GOLD26FEB121800PE,NCO
134080,GOLD26MAR121100PE,NCO
134083,GOLD26MAR121300CE,NCO
134105,GOLDM25OCT115400CE,NCO
134138,GOLDM25OCT117000PE,NCO
134142,GOLDM25OCT117200PE,NCO
134153,GOLDM25NOV116200CE,NCO
134160,GOLDM25NOV116500PE,NCO
134164,GOLDM25NOV116700PE,NCO
134168,GOLDM25NOV116900PE,NCO
134173,GOLDM25NOV117200CE,NCO
134174,GOLDM25NOV117200PE,NCO
134195,SILVERM25OCT141000CE,NCO
134196,SILVERM25OCT141000PE,NCO
134198,SILVERM25OCT141250PE,NCO
134205,SILVERM25NOV140750CE,NCO
134227,SILVERM25DEC142000CE,NCO
134231,SILVERM25DEC142500CE,NCO
134233,SILVERM25DEC142750CE,NCO
134247,SILVERM26JAN142750CE,NCO
134306,SILVERM26APR145250PE,NCO
134317,SILVERM26MAY145000CE,NCO
134325,SILVERM26MAY146000CE,NCO
134341,SILVERM26JUN146250CE,NCO
134343,SILVERM26JUN146500CE,NCO
134353,SILVERM26JUN147750CE,NCO
134355,SILVERM26JUL146250CE,NCO
134359,SILVERM26JUL146750CE,NCO
134368,SILVERM26JUL147750PE,NCO
134372,SILVERM26JUL148250PE,NCO
134383,SILVERM26AUG148000CE,NCO
134401,GOLD26MAR122300CE,NCO
134408,GOLD26MAR122600PE,NCO
134420,GOLD26APR121700PE,NCO
134434,GOLD26APR122400PE,NCO
134440,GOLD26APR122700PE,NCO
134446,GOLD26APR123000PE,NCO
134448,GOLD26APR123100PE,NCO
134450,GOLD26APR123200PE,NCO
134487,GOLD26MAY123600CE,NCO
134491,GOLD26MAY123800CE,NCO
134496,GOLD26MAY124000PE,NCO
134503,GOLD26MAY124400CE,NCO
134506,GOLD26JUN122900PE,NCO
134510,GOLD26JUN123100PE,NCO
134513,GOLD26JUN123300CE,NCO
134519,GOLD26JUN123600CE,NCO
134521,GOLD26JUN123700CE,NCO
134522,GOLD26JUN123700PE,NCO
134529,GOLD26JUN124100CE,NCO
134533,GOLD26JUN124300CE,NCO
134539,GOLD26JUN124600CE,NCO
134558,GOLD26JUL124000PE,NCO
134573,GOLD26JUL124800CE,NCO
134582,GOLD26JUL125200PE,NCO
134598,GOLD26AUG124500PE,NCO
134607,GOLD26AUG125000CE,NCO
134629,GOLD26AUG126100CE,NCO
134642,GOLDM25OCT118400PE,NCO
134646,GOLDM25OCT118600PE,NCO
134663,GOLDM25OCT119500CE,NCO
134664,GOLDM25OCT119500PE,NCO
134669,GOLDM25OCT119800CE,NCO
134686,GOLDM25NOV119200PE,NCO
134687,GOLDM25NOV119300CE,NCO
134716,GOLDM25NOV120700PE,NCO
134725,NATURALGAS25NOV380CE,NCO
134730,NATURALGAS25DEC380PE,NCO
134736,SILVERM25OCT151500PE,NCO
134739,SILVERM25OCT152000CE,NCO
134755,SILVERM25DEC153500CE,NCO
134762,SILVERM26JAN154000PE,NCO
134780,SILVERM26MAR155750PE,NCO
134782,SILVERM26APR155750PE,NCO
134794,SILVERM26MAY157000PE,NCO
134796,SILVERM26MAY157250PE,NCO
134798,SILVERM26JUN157250PE,NCO
134803,SILVERM26JUN158000CE,NCO
134807,SILVERM26JUL158250CE,NCO
134814,SILVERM26AUG158750PE,NCO
134816,SILVERM26AUG159000PE,NCO
134821,SILVERM26SEP157250CE,NCO
134857,COPPER25OCT1015PE,NCO
134859,COPPER25OCT1020PE,NCO
134860,COPPER25NOV1020CE,NCO
134910,GOLD26SEP122700CE,NCO
134931,GOLD26SEP123700PE,NCO
134934,GOLD26SEP123900CE,NCO
134938,GOLD26SEP124100CE,NCO
134973,GOLD26SEP125800PE,NCO
134978,GOLD26SEP126100CE,NCO
134979,GOLD26SEP126100PE,NCO
134990,GOLDM25DEC116100CE,NCO
134999,GOLDM25DEC116500PE,NCO
135013,GOLDM25DEC117200PE,NCO
135030,GOLDM25DEC118100CE,NCO
135063,GOLDM25DEC119700PE,NCO
135066,GOLDM25DEC119900CE,NCO
135068,GOLDM25DEC120000CE,NCO
135073,GOLDM25DEC120200PE,NCO
125537,GOLD26JUL101900CE,NCO
125565,GOLDM25OCT103200PE,NCO
125567,GOLD26MAY107100PE,NCO
125573,GOLDM25OCT103400CE,NCO
125575,GOLDM25OCT103500CE,NCO
125585,SILVERM26JUL125000CE,NCO
125596,SILVERM25NOV150250PE,NCO
125599,SILVERM25NOV150750CE,NCO
125609,SILVERM25DEC146500CE,NCO
125617,SILVERM25DEC147500CE,NCO
125630,GOLD25NOV90700CE,NCO
125632,GOLD25NOV90800CE,NCO
125636,GOLD25NOV91000CE,NCO
125637,GOLD25NOV91000PE,NCO
125640,GOLD25NOV91200CE,NCO
125647,GOLD25NOV91500PE,NCO
125662,GOLD26JAN88300CE,NCO
125669,GOLD26JAN88600PE,NCO
125671,GOLD26JAN88700PE,NCO
125675,GOLD26JAN88900PE,NCO
125676,GOLD26JAN89000CE,NCO
125678,GOLD26JAN89100CE,NCO
125685,GOLD26JAN89400PE,NCO
125686,GOLD26JAN89500CE,NCO
125693,GOLD26JAN89800PE,NCO
125703,GOLD26JAN90200PE,NCO
125709,GOLD26JAN90500CE,NCO
125754,GOLD26JAN92400PE,NCO
125756,GOLD26JAN92500PE,NCO
125761,GOLD26JAN92800CE,NCO
125766,GOLD26JAN93000PE,NCO
125776,SILVERM25DEC149250CE,NCO
125785,SILVERM25DEC150250CE,NCO
125787,SILVERM25DEC150500CE,NCO
125805,SILVERM25DEC150750PE,NCO
125808,GOLD26MAR96600CE,NCO
125821,GOLD26MAR97100PE,NCO
125825,GOLD25NOV94200PE,NCO
125836,GOLD26MAY107400CE,NCO
125850,GOLD25NOV94800CE,NCO
125868,GOLD26JUL109000PE,NCO
125874,GOLD26JUL109200PE,NCO
125876,GOLD26MAR97900CE,NCO
125888,GOLD26MAR98500CE,NCO
125889,GOLD26MAR98500PE,NCO
125893,GOLD26MAR98700PE,NCO
125898,SILVER25DEC107750CE,NCO
125902,GOLDM25OCT104100PE,NCO
125904,GOLD26JAN108800PE,NCO
125910,GOLD26JAN109100CE,NCO
125911,GOLD26JAN109100PE,NCO
125920,SILVER25DEC108250PE,NCO
125921,GOLDM25OCT104200CE,NCO
125942,GOLD26JAN95900PE,NCO
125949,GOLD26FEB108100PE,NCO
125985,GOLD26JUL112900PE,NCO
125999,SILVERM26JAN126750PE,NCO
126022,GOLD25OCT104600PE,NCO
126023,GOLD25OCT104700CE,NCO
126024,GOLD25OCT104700PE,NCO
126032,SILVERM26APR119250CE,NCO
126044,SILVERM26JUN120500PE,NCO
126048,SILVERM26JUN121000PE,NCO
126053,GOLD26JUL113100PE,NCO
126059,GOLD26JUL113400CE,NCO
126067,SILVER25DEC111750PE,NCO
126075,CRUDEOIL25DEC4950PE,NCO
126082,SILVER25DEC112500CE,NCO
126138,SILVERM25NOV107250CE,NCO
126083,SILVER25DEC112500PE,NCO
126113,CRUDEOIL25DEC5550PE,NCO
126131,GOLD26JAN106400PE,NCO
126141,SILVERM25NOV107500PE,NCO
126145,CRUDEOIL25DEC5700CE,NCO
126150,CRUDEOIL25DEC5800PE,NCO
126152,CRUDEOIL25DEC5850PE,NCO
126153,GOLD26FEB106800CE,NCO
126159,CRUDEOIL25DEC5900CE,NCO
126162,CRUDEOIL25DEC5950PE,NCO
126191,ZINC25OCT247.5PE,NCO
126192,SILVERM26JUN121500PE,NCO
126197,CRUDEOIL25DEC6350CE,NCO
126208,SILVERM26JUN122500PE,NCO
126214,CRUDEOIL25DEC6450CE,NCO
126225,CRUDEOIL25DEC6700PE,NCO
126245,SILVERM26JAN148000PE,NCO
126246,SILVERM26JAN148250CE,NCO
126250,SILVERM26JAN148750CE,NCO
126260,SILVERM26JAN150000CE,NCO
126263,SILVERM26JAN150250PE,NCO
126266,SILVER25DEC117000CE,NCO
126275,SILVER25DEC118000PE,NCO
126293,SILVERM26FEB93250PE,NCO
126298,SILVER25DEC119250CE,NCO
126299,SILVER25DEC119250PE,NCO
126306,SILVERM26JAN150500CE,NCO
126315,SILVER25DEC136500CE,NCO
126326,SILVERM26JAN152000CE,NCO
126339,SILVERM26MAR128000PE,NCO
126346,SILVER25DEC137000PE,NCO
126362,SILVER25DEC137500CE,NCO
126364,SILVER25DEC137750CE,NCO
126365,SILVER25DEC137750PE,NCO
126366,SILVER25DEC138000CE,NCO
126368,GOLD26JUN108700CE,NCO
126381,SILVERM26JUN129500PE,NCO
126388,SILVERM26AUG118500CE,NCO
126392,SILVERM26AUG119000CE,NCO
126394,SILVERM26AUG119250CE,NCO
126404,SILVERM25NOV120500PE,NCO
126414,SILVERM25NOV121500CE,NCO
126419,SILVERM25NOV122000PE,NCO
126421,SILVERM25NOV122250PE,NCO
126434,SILVERM26FEB122500CE,NCO
126443,GOLD26JUL109400CE,NCO
126445,GOLD26JUL109500CE,NCO
126451,GOLD26FEB108700CE,NCO
126458,SILVERM26FEB123250CE,NCO
126471,SILVERM26JAN152750CE,NCO
126478,SILVERM26AUG121750CE,NCO
126482,SILVERM26AUG121750PE,NCO
126484,SILVERM25NOV117500CE,NCO
126493,SILVERM26AUG122750PE,NCO
126507,SILVERM25NOV110250PE,NCO
126510,SILVERM26AUG123250PE,NCO
126517,SILVERM25NOV110500PE,NCO
126521,SILVERM25NOV111000PE,NCO
126533,GOLD26JUL103400CE,NCO
126542,SILVERM26FEB148500CE,NCO
126551,SILVERM26FEB149500PE,NCO
126557,GOLD25NOV92300PE,NCO
126558,GOLD25NOV92400CE,NCO
126576,SILVERM26AUG124000PE,NCO
126581,GOLDM25OCT98600PE,NCO
126596,GOLD25NOV93200PE,NCO
126597,GOLD26JAN93400CE,NCO
126609,SILVERM26AUG124750CE,NCO
126612,SILVERM26AUG125000PE,NCO
126616,SILVERM26AUG125500PE,NCO
126623,SILVERM26FEB112250CE,NCO
126655,SILVERM26APR120750CE,NCO
126661,GOLDM25OCT98300PE,NCO
126664,GOLDM25OCT98500CE,NCO
126670,SILVERM26JAN145500CE,NCO
126674,NATURALGAS25OCT170CE,NCO
126680,SILVERM26APR121250PE,NCO
126691,GOLD26MAR92700CE,NCO
126697,GOLD26MAR93000CE,NCO
126705,GOLD26MAR93400CE,NCO
126710,GOLD26JUL102100PE,NCO
126717,SILVER25DEC139000CE,NCO
126718,SILVER25DEC139000PE,NCO
126722,SILVERM26FEB150250PE,NCO
126729,SILVERM26AUG126250CE,NCO
126739,GOLDM25OCT97200PE,NCO
126746,NATURALGAS25OCT165CE,NCO
126747,SILVERM26FEB150750CE,NCO
126748,SILVERM26FEB150750PE,NCO
126755,SILVER26MAR136250CE,NCO
126760,SILVER26MAR136750PE,NCO
126764,SILVER26MAR137250PE,NCO
126765,SILVER26MAR137500CE,NCO
126769,SILVERM26APR123000PE,NCO
126763,SILVER26MAR137250CE,NCO
126773,SILVERM26APR123500PE,NCO
126774,SILVERM26APR123750CE,NCO
126775,SILVERM26APR123750PE,NCO
126776,SILVERM26APR124000CE,NCO
126785,SILVERM26APR125000PE,NCO
126801,SILVERM26JUN124500PE,NCO
126802,SILVERM26JUN124750CE,NCO
126805,SILVERM26JUN125000PE,NCO
126807,SILVERM26JUN125250PE,NCO
126808,SILVERM26JUN125500CE,NCO
126810,SILVERM26JUN125750CE,NCO
126814,SILVERM26JUN126250CE,NCO
126817,SILVERM26JUN126500PE,NCO
126850,GOLD26JAN94500PE,NCO
126870,GOLD25OCT100600CE,NCO
126872,GOLD25OCT100700CE,NCO
126881,SILVERM25NOV108750CE,NCO
126891,GOLD25OCT100800PE,NCO
126902,SILVERM26FEB152500PE,NCO
126908,GOLD25OCT101100CE,NCO
126914,GOLD25OCT101400CE,NCO
126917,GOLD25OCT101500PE,NCO
126920,GOLD25OCT101700CE,NCO
126926,GOLD25OCT102000CE,NCO
126933,GOLD25DEC98200PE,NCO
126937,GOLD25DEC98400PE,NCO
126953,SILVERM26FEB153750CE,NCO
127012,SILVERM26FEB90000PE,NCO
127015,GOLD25DEC99600PE,NCO
127016,GOLD25DEC99700CE,NCO
127055,SILVERM26FEB91000CE,NCO
127057,SILVERM26FEB91250CE,NCO
127081,GOLD25DEC101800PE,NCO
127089,GOLD25DEC102200PE,NCO
127092,GOLD25DEC102400CE,NCO
127105,GOLD25DEC103000PE,NCO
127107,GOLD25DEC103100PE,NCO
127114,GOLD26FEB99400CE,NCO
127115,GOLD26FEB99400PE,NCO
127119,GOLD26FEB99600PE,NCO
127130,GOLD26FEB100200CE,NCO
127134,GOLD26FEB100400CE,NCO
127137,SILVERM26MAR149250CE,NCO
127142,SILVERM26MAR149750PE,NCO
127162,SILVERM26AUG129750PE,NCO
127172,SILVERM26AUG131000PE,NCO
127144,SILVERM26MAR150000PE,NCO
127168,SILVERM26AUG130500PE,NCO
127177,ZINC25DEC265CE,NCO
127186,ZINC25DEC265PE,NCO
127201,GOLD26FEB101300CE,NCO
127220,GOLD26FEB101800PE,NCO
127229,GOLD26FEB102300CE,NCO
127235,SILVERM26MAR152000CE,NCO
127242,GOLD26FEB102600CE,NCO
127245,GOLD26FEB102600PE,NCO
127247,GOLD26FEB102700PE,NCO
127285,GOLD26APR100400PE,NCO
127293,ZINC25DEC275PE,NCO
127308,ZINC25DEC295CE,NCO
127321,GOLD26FEB109400PE,NCO
127322,GOLD26FEB109500CE,NCO
127334,GOLD26MAR108600CE,NCO
127335,SILVERM26MAR152500CE,NCO
127342,SILVERM26MAR153250PE,NCO
127348,SILVERM26MAR154000PE,NCO
127352,SILVERM26MAR154500PE,NCO
127376,GOLD25NOV98100PE,NCO
127383,GOLD25NOV98500CE,NCO
127397,GOLD25NOV99200CE,NCO
127403,GOLD25NOV99500CE,NCO
127410,GOLD25NOV99800PE,NCO
127421,GOLD26JAN99600CE,NCO
127426,GOLD26JAN99800PE,NCO
127435,GOLD26JAN100300CE,NCO
127436,GOLD26JAN100300PE,NCO
127443,GOLD26JAN100700CE,NCO
127447,GOLD26JAN100900CE,NCO
127476,GOLD26MAR100000PE,NCO
127483,GOLD26MAR100400CE,NCO
127490,GOLD26MAR100700PE,NCO
127509,GOLD26MAR101700CE,NCO
127526,GOLD26APR101100CE,NCO
127532,GOLD26APR101400CE,NCO
127546,GOLD26APR102100CE,NCO
127578,GOLD26APR103700CE,NCO
127584,GOLD26APR104000CE,NCO
127585,GOLD26APR104000PE,NCO
127586,GOLD26APR104100CE,NCO
127606,GOLD26APR105100CE,NCO
127622,GOLD26JUN101800CE,NCO
127631,GOLD26JUN102200PE,NCO
127635,GOLD26JUN102400PE,NCO
127661,GOLD26JUN103700PE,NCO
127691,GOLD26JUN105200PE,NCO
127692,GOLD26JUN105300CE,NCO
127699,GOLD26JUN105600PE,NCO
127722,SILVERM26FEB146000CE,NCO
127726,SILVERM26FEB146500CE,NCO
127734,SILVERM26MAR145750CE,NCO
127737,SILVERM26MAR146000PE,NCO
127755,SILVERM26APR146500PE,NCO
127756,SILVERM26APR146750CE,NCO
127757,SILVERM26APR146750PE,NCO
127758,SILVERM26APR147000CE,NCO
127763,GOLD26MAR108600PE,NCO
127764,GOLD26MAR108700CE,NCO
127765,GOLD26MAR108700PE,NCO
127770,GOLD26MAR109000CE,NCO
127774,GOLD26MAR109200CE,NCO
127781,GOLD26MAR109500PE,NCO
127783,GOLD26MAR109600PE,NCO
127789,SILVERM26APR152000CE,NCO
127799,SILVERM26APR153250CE,NCO
127806,SILVERM26APR154000PE,NCO
127811,GOLD25NOV100100CE,NCO
127820,GOLD25NOV100500PE,NCO
127822,GOLD25NOV100600PE,NCO
127824,GOLD25NOV100700PE,NCO
127825,GOLD25NOV100800CE,NCO
127843,GOLD26JAN101600CE,NCO
127848,GOLD26JAN101800PE,NCO
127896,SILVERM26MAY147750CE,NCO
127898,SILVERM26MAY148000CE,NCO
127907,SILVERM26MAY149000PE,NCO
127934,SILVERM25OCT108750CE,NCO
127949,SILVERM25OCT110500PE,NCO
127964,GOLD26MAR110100CE,NCO
127968,GOLD26APR108900CE,NCO
127986,SILVERM26APR155500PE,NCO
127989,SILVERM26MAY150250CE,NCO
128011,SILVERM26MAY153000CE,NCO
128012,SILVERM26MAY153000PE,NCO
128015,GOLD25NOV101400CE,NCO
128016,GOLD25NOV101400PE,NCO
128092,GOLD26MAR104000PE,NCO
128122,SILVERM25OCT112500CE,NCO
128123,SILVERM25OCT112500PE,NCO
128158,SILVERM25OCT117000CE,NCO
128173,SILVERM25OCT118750PE,NCO
128189,SILVERM25OCT120750PE,NCO
128205,SILVERM25DEC111000PE,NCO
128210,SILVERM25DEC111750CE,NCO
128240,SILVERM25DEC115500CE,NCO
128242,SILVERM25DEC115750CE,NCO
128259,SILVERM25DEC117750PE,NCO
128274,SILVERM25DEC119750CE,NCO
128317,GOLD26MAY109800PE,NCO
128331,SILVERM26MAY154750CE,NCO
128337,SILVERM26MAY155500CE,NCO
128339,SILVERM26MAY155750CE,NCO
128341,SILVERM26MAY156000CE,NCO
128342,SILVERM26MAY156000PE,NCO
128343,SILVERM26MAY156250CE,NCO
128349,SILVERM26JUN151250CE,NCO
128376,GOLD25NOV103900PE,NCO
128387,GOLD25NOV104500CE,NCO
128377,GOLD25NOV104000CE,NCO
128381,GOLD25NOV104200CE,NCO
128386,GOLD25NOV104400PE,NCO
128394,GOLD25NOV104800PE,NCO
128399,GOLD26JAN104200CE,NCO
