symbol,exch_seg,token
CROMPTON25JUL385CE,BFO,1137241
COFORGE25JUL7700CE,BFO,1137271
UPL25JUL760PE,BFO,1142133
AARTIIND25JUL485PE,BFO,1142104
SENSEX25JUL88300PE,BFO,1142114
SENSEX2552088200CE,BFO,1142118
ICICIBANK25JUN1490CE,BFO,1137303
SENSEX2561085400PE,BFO,1137300
INDIGO25JUL5900PE,BFO,1137301
SENSEX2561073100PE,BFO,1137281
SENSEX2561075300CE,BFO,1137323
BANKEX25JUN71300PE,BFO,1137325
IGL25JUL202.5PE,BFO,1137327
SBICARD25JUL990CE,BFO,1137329
PERSISTENT25JUL6200CE,BFO,1142134
BPCL25JUL350PE,BFO,1142149
BALKRISIND25JUL2840CE,BFO,1142165
POLYCAB25JUL6500PE,BFO,1142183
COLPAL25JUL2780CE,BFO,1137379
TATAELXSI25JUL5750CE,BFO,1137372
NHPC25JUL97CE,BFO,1137383
IIFL25JUN395PE,BFO,1137390
SBILIFE25JUN1920PE,BFO,1142233
ADANIPORTS25JUN1480CE,BFO,1142247
PERSISTENT25JUL6200PE,BFO,1142249
MARUTI25JUL13200PE,BFO,1142229
TATACONSUM25JUN1200PE,BFO,1137393
SENSEX2561076600PE,BFO,1137395
SENSEX2561083200CE,BFO,1137399
SENSEX2561077200PE,BFO,1137409
AARTIIND25JUL485CE,BFO,1142280
SENSEX2560388100PE,BFO,1142258
SENSEX25JUN88100PE,BFO,1142273
IOC25JUL153CE,BFO,1142277
ASHOKLEY25JUN245CE,BFO,1137470
SONACOMS25JUL540CE,BFO,1137472
SUPREMEIND25JUL3900PE,BFO,1137411
COLPAL25JUN2780PE,BFO,1137429
SENSEX5025MAY26500PE,BFO,1142330
IGL25JUL220PE,BFO,1142316
SENSEX2561788100CE,BFO,1142318
ATGL25JUL710CE,BFO,1142287
ADANIENT25JUL2600CE,BFO,1137483
INFY25JUL1620CE,BFO,1137494
SENSEX2560387300PE,BFO,1137564
LTIM25JUL4700PE,BFO,1137527
TATACHEM25JUL930CE,BFO,1137614
KEI25JUL3500PE,BFO,1142357
KEI25JUL3450PE,BFO,1142380
IRB25JUL37PE,BFO,1142435
APOLLOTYRE25JUN525CE,BFO,1142408
BHARATFORG25JUL1260PE,BFO,1137566
DELHIVERY25JUL335CE,BFO,1137593
MPHASIS25JUL2600CE,BFO,1137611
SYNGENE25JUL820CE,BFO,1137660
CAMS25JUN4450PE,BFO,1137684
TVSMOTOR25JUL2900PE,BFO,1137680
ABCAPITAL25JUL225PE,BFO,1137711
CHAMBLFERT25JUL780PE,BFO,1142452
BANKBARODA25JUL205CE,BFO,1142477
NAUKRI25JUN1900CE,BFO,1142470
NAUKRI25JUL1700CE,BFO,1142487
SENSEX2552087200CE,BFO,1137793
HDFCAMC25JUN4900PE,BFO,1137795
LODHA25JUN1500PE,BFO,1137844
TECHM25JUL1540CE,BFO,1137851
NAUKRI25JUN2100CE,BFO,1142532
BANKEX25JUL54100PE,BFO,1142543
NAUKRI25JUN1600PE,BFO,1142548
TORNTPOWER25JUL1320CE,BFO,1142560
TCS25JUL3560CE,BFO,1137857
SENSEX2560387200PE,BFO,1137868
IDFCFIRSTB25JUN75CE,BFO,1137870
TATAPOWER25JUL430PE,BFO,1137908
NAUKRI25JUL1600PE,BFO,1142584
NAUKRI25JUN2100PE,BFO,1142580
NAUKRI25JUL700CE,BFO,1142615
INDHOTEL25JUL680PE,BFO,1142610
GODREJCP25JUN1340CE,BFO,1137940
OFSS25JUL9035CE,BFO,1137950
TECHM25JUL1580CE,BFO,1137922
OFSS25JUN9035PE,BFO,1138047
IRCTC25JUL850CE,BFO,1138066
ICICIGI25JUN2000PE,BFO,1138061
OIL25JUL480PE,BFO,1138070
VEDL25JUL490CE,BFO,1138120
BANKBARODA25JUL207.5CE,BFO,1142635
BALKRISIND25JUN2860PE,BFO,1142668
BSE25JUN3000CE,BFO,1142673
PNB25JUL88CE,BFO,1142620
UPL25JUN750PE,BFO,1138130
IIFL25JUN410PE,BFO,1138165
IRCTC25JUL850PE,BFO,1138127
DELHIVERY25JUN335CE,BFO,1138200
BOSCHLTD25JUL32250PE,BFO,1142740
OFSS25JUL7800CE,BFO,1142757
OFSS25JUL9000CE,BFO,1142715
OFSS25JUN8000CE,BFO,1142860
UNIONBANK25JUL147.5CE,BFO,1138255
HEROMOTOCO25JUL4300PE,BFO,1138276
IIFL25JUL415PE,BFO,1138281
IIFL25JUN415PE,BFO,1138204
COFORGE25JUL8300PE,BFO,1143050
OFSS25JUN8100CE,BFO,1143061
IEX25JUL215CE,BFO,1143088
MARICO25JUL810PE,BFO,1142969
UNITDSPR25JUN1720PE,BFO,1138354
TVSMOTOR25JUL2920PE,BFO,1138360
TORNTPHARM25JUN3700CE,BFO,1138301
ESCORTS25JUN3750CE,BFO,1138411
OFSS25JUL8400PE,BFO,1143158
BIOCON25JUL380PE,BFO,1143176
BOSCHLTD25JUL32250CE,BFO,1143193
OFSS25JUL8600PE,BFO,1143194
TCS25JUL3540CE,BFO,1138479
ASHOKLEY25JUL247.5CE,BFO,1138486
SONACOMS25JUL550CE,BFO,1138494
ASHOKLEY25JUN247.5PE,BFO,1138424
SENSEX28DEC74000CE,BFO,1138548
MOTHERSON25JUL152.5PE,BFO,1138549
AUBANK25JUN680CE,BFO,1138505
IIFL25JUN405PE,BFO,1138523
HINDALCO25JUL710CE,BFO,1143286
POLICYBZR25AUG1600PE,BFO,1143287
WIPRO25AUG260PE,BFO,1143294
TATAMOTORS25AUG610PE,BFO,1143298
MRF25JUN131500PE,BFO,1138560
ALKEM25JUL5400PE,BFO,1138668
DRREDDY25JUL1260PE,BFO,1138675
TVSMOTOR25JUL2900CE,BFO,1138693
IDEA25AUG4PE,BFO,1143345
LT25AUG3460PE,BFO,1143386
IRFC25AUG102.5PE,BFO,1143387
TATACOMM25JUL1380CE,BFO,1143328
ESCORTS25JUN3750PE,BFO,1138742
BRITANNIA25JUN5900CE,BFO,1138776
TCS25JUL3540PE,BFO,1138807
SENSEX5025JUN26250PE,BFO,1138809
JIOFIN25AUG252.5PE,BFO,1143461
PIIND25AUG3700CE,BFO,1143486
DLF25AUG720CE,BFO,1143488
TATACONSUM25AUG1160PE,BFO,1143482
DALBHARAT25JUL2100CE,BFO,1138964
PAYTM25JUL1040PE,BFO,1138960
JUBLFOOD25JUL790CE,BFO,1138972
RBLBANK25JUN215CE,BFO,1138926
GRASIM25AUG2620PE,BFO,1143536
MGL25AUG1440CE,BFO,1143538
M&MFIN25AUG223.8CE,BFO,1143508
SHREECEM25AUG27500PE,BFO,1143510
BOSCHLTD25JUL30250CE,BFO,1138984
TATACONSUM25JUL1230PE,BFO,1139087
APOLLOTYRE25JUN505CE,BFO,1139095
AUBANK25JUL710CE,BFO,1139001
COLPAL25JUN2880CE,BFO,1139138
SENSEX28DEC75000PE,BFO,1139156
APLAPOLLO25JUN1780CE,BFO,1139168
ULTRACEMCO25JUN12900CE,BFO,1139213
ONGC25AUG220PE,BFO,1143563
BANDHANBNK25AUG157.5PE,BFO,1143581
TATAPOWER25AUG340PE,BFO,1143637
ALKEM25AUG4650CE,BFO,1143608
COLPAL25JUL2860CE,BFO,1139246
RBLBANK25JUN212.5CE,BFO,1139255
DRREDDY25JUL1270PE,BFO,1139216
COLPAL25JUN2840PE,BFO,1139224
TATAPOWER25AUG345CE,BFO,1143675
TATASTEEL25AUG160PE,BFO,1143676
PATANJALI25AUG1740CE,BFO,1143686
POLYCAB25AUG5800CE,BFO,1143694
PIDILITIND25JUL3220CE,BFO,1139343
DIVISLAB25JUN6350CE,BFO,1139305
AUBANK25JUN710PE,BFO,1139260
HINDUNILVR25JUL2180PE,BFO,1139292
BSOFT25AUG415CE,BFO,1143695
TATACHEM25AUG810CE,BFO,1143699
EXIDEIND25AUG330CE,BFO,1143731
TVSMOTOR25AUG2780CE,BFO,1143726
BSE25JUN7250PE,BFO,1139365
BSE25JUN8250CE,BFO,1139376
BSE25JUL2000PE,BFO,1139383
BSE25JUL2500PE,BFO,1139385
CANBK25AUG92CE,BFO,1143775
TORNTPHARM25AUG3400CE,BFO,1143784
JSL25AUG520PE,BFO,1143851
HUDCO25AUG225CE,BFO,1143813
BSE25JUL4000CE,BFO,1139392
BSE25JUL5000CE,BFO,1139402
BSE25JUL6500PE,BFO,1139414
BSE25JUL7500CE,BFO,1139417
CDSL25JUN1180CE,BFO,1139449
CDSL25JUN1260CE,BFO,1139458
CDSL25JUN1580CE,BFO,1139479
CDSL25JUN1580PE,BFO,1139480
MOTHERSON25AUG152.5PE,BFO,1143872
ADANIENT25AUG2140PE,BFO,1143889
BHEL25AUG205CE,BFO,1143880
DABUR25AUG500PE,BFO,1143904
CDSL25JUL1520CE,BFO,1139530
CDSL25JUL1680PE,BFO,1139540
CDSL25JUL1080PE,BFO,1139503
CDSL25JUL1040CE,BFO,1139500
COALINDIA25AUG385PE,BFO,1143939
TATACONSUM25JUL1190PE,BFO,1127343
TVSMOTOR25JUL2780PE,BFO,1127274
AUBANK25JUN620PE,BFO,1127295
MPHASIS25JUN2680CE,BFO,1139553
VOLTAS25JUL1080PE,BFO,1139566
TECHM25JUL1600PE,BFO,1139573
PERSISTENT25JUL6000CE,BFO,1139581
MPHASIS25JUN2680PE,BFO,1139584
GMRAIRPORT25JUL78CE,BFO,1139582
SENSEX2561071700CE,BFO,1139639
SBILIFE25JUL1820PE,BFO,1139667
SENSEX25MAY86000CE,BFO,1127355
NBCC25JUN105CE,BFO,1127363
ASHOKLEY25JUL235CE,BFO,1127389
DLF25JUL740CE,BFO,1127425
SUPREMEIND25JUN3950PE,BFO,1139699
SBILIFE25JUN1880PE,BFO,1139756
INDIANB25JUL660CE,BFO,1139766
LT25JUL3460PE,BFO,1139761
COLPAL25JUL2720CE,BFO,1127444
CGPOWER25JUL680CE,BFO,1127450
HINDUNILVR25JUL2520PE,BFO,1127461
SBICARD25JUL970CE,BFO,1127475
INDIANB25JUL660PE,BFO,1139773
RBLBANK25JUN225PE,BFO,1139771
RBLBANK25JUL220PE,BFO,1139780
RBLBANK25JUN222.5CE,BFO,1139797
BPCL25JUN345PE,BFO,1139814
RELIANCE25JUN1440PE,BFO,1139810
SBILIFE25JUN1860CE,BFO,1139825
BPCL25JUL345CE,BFO,1139822
LICHSGFIN25JUN670PE,BFO,1127566
SENSEX2560385300PE,BFO,1127598
TVSMOTOR25JUL2800PE,BFO,1127516
GLENMARK25JUL1200PE,BFO,1127510
SUNPHARMA25JUN1980PE,BFO,1139854
RELIANCE25JUN1430PE,BFO,1139864
M&M25JUL3300CE,BFO,1139874
SENSEX2561087700PE,BFO,1139885
RBLBANK25JUL220CE,BFO,1139889
AUBANK25JUN720CE,BFO,1139899
SENSEX25JUL74700PE,BFO,1139970
BSE25MAY8750CE,BFO,1139910
PERSISTENT25JUL6100CE,BFO,1139989
SENSEX2561782300PE,BFO,1139982
SENSEX2561773900CE,BFO,1139994
SENSEX2561787600CE,BFO,1139999
BANKEX25JUL69000CE,BFO,1140030
SENSEX5025JUL25350CE,BFO,1140066
BANKEX25JUL57900PE,BFO,1140081
SENSEX5025JUL25450PE,BFO,1140004
SENSEX25JUL79300CE,BFO,1140090
SENSEX2561782500PE,BFO,1140105
SENSEX25JUL80300PE,BFO,1140113
SENSEX2561787800CE,BFO,1140124
BANKEX25JUL68500PE,BFO,1140137
SENSEX2561779500PE,BFO,1140140
BANKEX25JUL62500PE,BFO,1140150
SENSEX5025JUL25800CE,BFO,1140160
SENSEX2561782400CE,BFO,1140167
SENSEX2561785800PE,BFO,1140171
SENSEX25JUL78800PE,BFO,1140189
SENSEX2561777100CE,BFO,1140191
SENSEX25JUL86500PE,BFO,1140203
SENSEX25JUL80500PE,BFO,1140215
BANKEX25JUL57100CE,BFO,1140224
SENSEX25JUL85800CE,BFO,1140222
SENSEX2561784000CE,BFO,1140246
SENSEX2561787400PE,BFO,1140250
BOSCHLTD25JUL30500CE,BFO,1140269
BANKEX25JUL64100PE,BFO,1140227
SENSEX25JUL75400PE,BFO,1140346
SENSEX25JUL77700PE,BFO,1140349
BANKEX25JUL67300CE,BFO,1140354
SENSEX2561775000CE,BFO,1140281
BANKEX25JUL69600CE,BFO,1140357
BANKEX25JUL63600CE,BFO,1140366
SENSEX25JUL82000CE,BFO,1140360
PERSISTENT25JUL6100PE,BFO,1140377
SENSEX25JUL77000PE,BFO,1140438
JSWENERGY25JUN390CE,BFO,1140444
SENSEX25JUL75600PE,BFO,1140450
SENSEX25JUL80900PE,BFO,1140425
BANKEX25JUL65200CE,BFO,1140454
SENSEX25JUL77900PE,BFO,1140451
BOSCHLTD25JUL30750PE,BFO,1140452
BANKEX25JUL61500CE,BFO,1140464
JSWENERGY25JUN390PE,BFO,1140476
SENSEX2561773100CE,BFO,1140487
SENSEX2561775400CE,BFO,1140488
BANKEX25JUL57700CE,BFO,1140534
BANKEX25JUL63100CE,BFO,1140549
MFSL25JUN1440CE,BFO,1140565
SENSEX25JUL83500PE,BFO,1140562
ACC25JUL1760CE,BFO,1140571
SENSEX25JUL79400CE,BFO,1140581
BANKEX25JUL55600CE,BFO,1140632
BOSCHLTD25JUN30750PE,BFO,1140617
SENSEX25JUL85700CE,BFO,1140612
SENSEX2561776600CE,BFO,1140654
BANKEX25JUL67000CE,BFO,1140638
BANKEX25JUL61000CE,BFO,1140646
SENSEX5025JUL25900CE,BFO,1140647
AXISBANK25JUL1250PE,BFO,1127644
AXISBANK25JUL1240CE,BFO,1127648
BANKEX25JUN68300PE,BFO,1127653
SENSEX2560386000CE,BFO,1127606
BANKEX25JUL61900CE,BFO,1140665
SENSEX25JUL81400PE,BFO,1140662
BANKEX25JUL58000CE,BFO,1140675
BANKEX25JUL65900PE,BFO,1140696
LICHSGFIN25JUL670PE,BFO,1127658
SENSEX2560384900PE,BFO,1127662
SENSEX25MAY86000PE,BFO,1127672
GMRAIRPORT25JUL94PE,BFO,1127708
MRF25JUN134000CE,BFO,1140709
TIINDIA25JUL3050CE,BFO,1140717
SENSEX2561779800PE,BFO,1140724
SENSEX25JUL77600PE,BFO,1140727
BANKEX25JUL67200CE,BFO,1140734
SENSEX2561785200PE,BFO,1140738
SENSEX5025JUL25200CE,BFO,1140730
AUBANK25JUN740CE,BFO,1140732
MCX25JUN6400CE,BFO,1127736
AXISBANK25JUN1240PE,BFO,1127740
SENSEX5025JUN25800CE,BFO,1127765
ICICIBANK25JUL1460PE,BFO,1127723
SENSEX25JUL87600PE,BFO,1140749
RELIANCE25JUL1450PE,BFO,1140755
BEL25JUN350CE,BFO,1140758
SENSEX25JUL77500CE,BFO,1140778
SENSEX2552086000CE,BFO,1127836
BANKEX25MAY68700CE,BFO,1127864
TITAN25JUN3440PE,BFO,1127888
SBICARD25JUN980CE,BFO,1127882
SENSEX25JUL73800CE,BFO,1140788
SENSEX25JUL85200CE,BFO,1140794
BANKEX25JUL64500CE,BFO,1140797
SENSEX25JUL81500CE,BFO,1140804
SONACOMS25JUL560CE,BFO,1140832
SENSEX2561787700PE,BFO,1140842
SENSEX25JUL83800CE,BFO,1140805
BANKEX25JUL56200PE,BFO,1140816
BANKEX25JUN69700PE,BFO,1127898
NBCC25JUN104CE,BFO,1127965
INDIGO25JUN5700PE,BFO,1127906
INDIANB25JUL650CE,BFO,1127907
SENSEX2561774700CE,BFO,1140849
BANKEX25JUL63100PE,BFO,1140880
SENSEX25JUL87700CE,BFO,1140904
SENSEX5025JUL26150CE,BFO,1140912
BHARTIARTL25JUN2020CE,BFO,1127966
CGPOWER25JUL690PE,BFO,1127991
NBCC25JUL104CE,BFO,1128043
SBILIFE25JUL1740PE,BFO,1128028
SENSEX2561787000PE,BFO,1140931
SENSEX25JUL77100PE,BFO,1140918
SENSEX2561773300PE,BFO,1140924
MFSL25JUN1440PE,BFO,1140927
RELIANCE25JUL1340CE,BFO,1128053
ADANIENSOL25JUL1060PE,BFO,1128114
BANKEX25JUN69100CE,BFO,1128111
ABB25JUN6300CE,BFO,1128126
SENSEX2561774900CE,BFO,1140952
BANKEX25JUL67000PE,BFO,1140968
SENSEX25JUL76700PE,BFO,1140986
BANKEX25JUL64000CE,BFO,1140988
SENSEX25JUL81000CE,BFO,1140996
SENSEX2561786600PE,BFO,1140998
SENSEX2561782900PE,BFO,1141007
SENSEX25JUL78000CE,BFO,1141027
SENSEX25JUN85800PE,BFO,1128136
ICICIBANK25JUN1450CE,BFO,1128143
BANKEX25MAY68700PE,BFO,1128180
SENSEX25JUN85700CE,BFO,1128182
DMART25JUN4700PE,BFO,1128186
BANKEX25JUN69600PE,BFO,1128256
AMBUJACEM25JUL605CE,BFO,1128228
MRF25JUN129000CE,BFO,1128222
SENSEX2561776500CE,BFO,1141032
SENSEX25JUL83600PE,BFO,1141049
SENSEX25JUL72900CE,BFO,1141059
SENSEX2561772800CE,BFO,1141051
SENSEX2561780800PE,BFO,1141105
SOLARINDS25JUN15250CE,BFO,1141106
BANKEX25JUL58200PE,BFO,1141109
SENSEX25JUL86900PE,BFO,1141101
SENSEX2552085500CE,BFO,1128258
AMBUJACEM25JUL605PE,BFO,1128261
LICHSGFIN25JUL670CE,BFO,1128277
DLF25JUL740PE,BFO,1128297
SENSEX2561778100CE,BFO,1141113
SENSEX5025JUL26200PE,BFO,1141114
TCS25JUL3440PE,BFO,1127319
HAVELLS25JUN1780PE,BFO,1127288
TITAN25JUN3460CE,BFO,1128339
SENSEX25JUN85200CE,BFO,1128373
HDFCBANK25JUL2040CE,BFO,1128376
RELIANCE25JUL1340PE,BFO,1128403
BANDHANBNK25JUN177.5CE,BFO,1127333
ICICIBANK25JUN1440PE,BFO,1127349
SBIN25JUN860PE,BFO,1127384
BANDHANBNK25JUL177.5CE,BFO,1127394
BANKEX25JUN69100PE,BFO,1128443
HAVELLS25JUN1780CE,BFO,1128428
HDFCAMC25JUN4750PE,BFO,1128559
ANGELONE25JUL2800PE,BFO,1128634
SENSEX5025MAY25800CE,BFO,1127437
SENSEX2552086100CE,BFO,1127454
BANKEX25JUN68800PE,BFO,1127460
SENSEX2560385800PE,BFO,1127410
APLAPOLLO25JUL1720PE,BFO,1127479
BAJAJFINSV25JUL2180PE,BFO,1127498
ABCAPITAL25JUL215CE,BFO,1127502
EICHERMOT25JUL6050CE,BFO,1127521
TVSMOTOR25JUN2860CE,BFO,1128644
ATGL25JUL690CE,BFO,1128668
TATAELXSI25JUL5500CE,BFO,1128660
ABCAPITAL25JUN220CE,BFO,1128717
COLPAL25JUN2720PE,BFO,1127539
EICHERMOT25JUN6000CE,BFO,1127532
JINDALSTEL25JUL930CE,BFO,1127543
DMART25JUL4600CE,BFO,1127638
BANKEX25MAY70000CE,BFO,1128724
PERSISTENT25JUL5600PE,BFO,1128807
MOTHERSON25JUL150CE,BFO,1128800
DIXON25JUL17500PE,BFO,1128820
PRESTIGE25JUL1360PE,BFO,1127669
SBIN25JUN870CE,BFO,1127673
SBILIFE25JUL1740CE,BFO,1127684
SENSEX25MAY85300CE,BFO,1127687
ABCAPITAL25JUL220CE,BFO,1128882
OIL25JUL470CE,BFO,1128939
KOTAKBANK25JUL2360PE,BFO,1128920
ABCAPITAL25JUL220PE,BFO,1129052
SBIN25JUL870CE,BFO,1127762
TITAN25JUL3440CE,BFO,1127799
BANKEX25MAY69400PE,BFO,1127855
AUROPHARMA25JUL1300CE,BFO,1127856
EICHERMOT25JUL6050PE,BFO,1127865
SENSEX25MAY85700CE,BFO,1127868
BAJAJFINSV25JUL2160CE,BFO,1127862
SUNPHARMA25JUL1860PE,BFO,1127908
SENSEX25MAY86500CE,BFO,1129137
BANKEX25JUN70500CE,BFO,1129138
HFCL25JUN93PE,BFO,1129155
EICHERMOT25JUN6100CE,BFO,1129123
SENSEX2560384600PE,BFO,1127934
SENSEX2552084800CE,BFO,1127936
INDIANB25JUL650PE,BFO,1127949
ADANIPORTS25JUN1400PE,BFO,1127918
TATASTEEL25JUL157.5CE,BFO,1129346
BANKEX25MAY70400CE,BFO,1129483
CHAMBLFERT25JUL750CE,BFO,1129677
BANKEX25MAY70500PE,BFO,1129158
APOLLOHOSP25JUL7400PE,BFO,1128050
JINDALSTEL25JUL940PE,BFO,1128061
SENSEX25JUN85300CE,BFO,1128011
SBIN25JUN860CE,BFO,1128025
UPL25JUL740CE,BFO,1129754
IOC25JUN142CE,BFO,1129772
KOTAKBANK25JUL2380PE,BFO,1129705
IOC25JUN146PE,BFO,1129809
SENSEX5025JUN25800PE,BFO,1128069
BANKBARODA25JUL260CE,BFO,1128163
AXISBANK25JUN1260CE,BFO,1128187
SENSEX5025JUN25750PE,BFO,1128188
LICHSGFIN25JUL680PE,BFO,1130036
SBIN25JUN880CE,BFO,1130114
NHPC25JUL94PE,BFO,1130231
GRASIM25JUL2880CE,BFO,1128198
BANKEX25MAY68600CE,BFO,1128239
BANKEX25JUN69300CE,BFO,1128216
SENSEX2552085600PE,BFO,1128210
IDFCFIRSTB25JUN73PE,BFO,1129956
ASHOKLEY25JUN237.5PE,BFO,1128392
POWERGRID25JUL327.5PE,BFO,1128432
DMART25JUL4700PE,BFO,1128441
BANKEX25JUN68900CE,BFO,1128273
SENSEX25JUN86400PE,BFO,1130344
APOLLOHOSP25JUL7500CE,BFO,1130408
BANKINDIA25JUL126CE,BFO,1130552
AUBANK25JUN660CE,BFO,1130243
ACC25JUN2220CE,BFO,1130891
HEROMOTOCO25JUN4250CE,BFO,1130919
IRB25JUL55PE,BFO,1131250
ESCORTS25JUN3700CE,BFO,1131200
INDUSINDBK25JUN900CE,BFO,1128597
BANDHANBNK25JUL182.5CE,BFO,1128670
IDFCFIRSTB25JUN71PE,BFO,1128605
HINDCOPPER25JUL255CE,BFO,1128620
RBLBANK25JUN210CE,BFO,1128697
RBLBANK25JUL202.5PE,BFO,1128734
BAJAJFINSV25JUL2240PE,BFO,1128737
ASHOKLEY25JUL240PE,BFO,1128730
CHOLAFIN25JUN1780CE,BFO,1131656
TATAELXSI25JUL5350CE,BFO,1131954
KOTAKBANK25JUL2340CE,BFO,1131963
APOLLOHOSP25JUN7500PE,BFO,1131285
SBIN25JUL890CE,BFO,1128761
CANBK25JUL105PE,BFO,1128771
IEX25JUN207.5PE,BFO,1128796
RBLBANK25JUL210CE,BFO,1128858
DIVISLAB25JUL6200PE,BFO,1128867
DRREDDY25JUL1250PE,BFO,1128974
ADANIGREEN25JUL1100PE,BFO,1129050
EICHERMOT25JUL6150CE,BFO,1129065
BANKEX25JUN70400CE,BFO,1132454
JSWSTEEL25JUL1090PE,BFO,1132635
CONCOR25JUL780PE,BFO,1132974
JSWENERGY25JUL590PE,BFO,1132918
BANKEX25MAY69900PE,BFO,1133431
SENSEX25JUN86900CE,BFO,1133443
BANKEX25JUN70900PE,BFO,1133473
LODHA25JUL1400CE,BFO,1133172
BANKINDIA25JUN125PE,BFO,1129545
BAJFINANCE25JUL10000CE,BFO,1129140
INDUSINDBK25JUN890CE,BFO,1129218
HFCL25JUL93PE,BFO,1129221
SENSEX5025MAY26100PE,BFO,1129576
IGL25JUL200PE,BFO,1129588
OBEROIRLTY25JUL1800PE,BFO,1129603
CHOLAFIN25JUN1800PE,BFO,1129619
AUBANK25JUN650CE,BFO,1133486
KOTAKBANK25JUN2380PE,BFO,1133481
CHAMBLFERT25JUN760PE,BFO,1133525
TATAELXSI25JUL5400PE,BFO,1133773
INDIGO25JUN5750CE,BFO,1130037
HCLTECH25JUL1600CE,BFO,1129636
AUBANK25JUN625CE,BFO,1129792
SENSEX5025JUN26150PE,BFO,1129974
IDFCFIRSTB25JUL74CE,BFO,1130438
BANKEX25MAY70000PE,BFO,1130488
INDUSINDBK25JUL890PE,BFO,1130102
HDFCAMC25JUN4650PE,BFO,1130281
NHPC25JUL93CE,BFO,1133842
LODHA25JUL1440CE,BFO,1133969
BAJAJFINSV25JUL2220PE,BFO,1134024
BSOFT25JUL420CE,BFO,1134279
SUPREMEIND25JUL3850CE,BFO,1130535
AARTIIND25JUN455CE,BFO,1130863
BANKEX25JUN70300PE,BFO,1130877
EICHERMOT25JUL6100CE,BFO,1131003
HFCL25JUN92PE,BFO,1134305
AMBUJACEM25JUN610PE,BFO,1134436
KOTAKBANK25JUL2340PE,BFO,1134690
AXISBANK25JUN1280PE,BFO,1134731
AUBANK25JUL660PE,BFO,1131583
SENSEX25JUN86500CE,BFO,1131912
AUBANK25JUL660CE,BFO,1131130
HDFCAMC25JUL4600CE,BFO,1132004
SENSEX2560386700PE,BFO,1134732
LICI25JUL890CE,BFO,1134851
BANKINDIA25JUN125CE,BFO,1134926
IIFL25JUL380CE,BFO,1135111
SENSEX25JUN86800PE,BFO,1132371
BANKEX25MAY70400PE,BFO,1132506
BANDHANBNK25JUL180PE,BFO,1132182
SENSEX2552086400PE,BFO,1132201
CHAMBLFERT25JUN760CE,BFO,1133241
GAIL25JUL210CE,BFO,1135234
HDFCAMC25JUN4600CE,BFO,1135238
LICHSGFIN25JUL680CE,BFO,1135257
AUROPHARMA25JUL1340CE,BFO,1135269
TITAN25JUL3480PE,BFO,1132697
PEL25JUL1160CE,BFO,1132867
LAURUSLABS25JUN710CE,BFO,1132871
IOC25JUL144CE,BFO,1133472
HINDZINC25JUN520PE,BFO,1133696
BANKBARODA25JUN267.5PE,BFO,1133605
BAJFINANCE25JUN10000PE,BFO,1133289
SENSEX2560386800CE,BFO,1135291
IEX25JUN207.5CE,BFO,1133767
NATIONALUM25JUL195PE,BFO,1133857
BPCL25JUN340CE,BFO,1133801
ACC25JUN2220PE,BFO,1133912
BANKINDIA25JUL125CE,BFO,1135270
ETERNAL25JUL270CE,BFO,1135271
CANBK25JUL106PE,BFO,1135287
AXISBANK25JUL1280CE,BFO,1133944
BANKEX25JUN70200PE,BFO,1134302
SRF25JUL3400CE,BFO,1134453
BANKBARODA25JUL262.5PE,BFO,1134018
RAMCOCEM25JUN1050CE,BFO,1135311
INDUSINDBK25JUL870PE,BFO,1135321
TITAN25JUN3480PE,BFO,1135295
RBLBANK25JUL210PE,BFO,1135292
LODHA25JUN1440PE,BFO,1134752
SBIN25JUN890PE,BFO,1134760
AMBUJACEM25JUL610CE,BFO,1134722
SENSEX2552086300PE,BFO,1134993
FEDERALBNK25JUL217.5CE,BFO,1135335
UPL25JUN740PE,BFO,1135351
AUBANK25JUN640PE,BFO,1135368
TATAMOTORS25JUL700PE,BFO,1135393
APOLLOHOSP25JUN7450CE,BFO,1135055
IDFCFIRSTB25JUN72PE,BFO,1135087
KEI25JUL3250CE,BFO,1135101
PRESTIGE25JUL1400PE,BFO,1135200
POONAWALLA25JUN425PE,BFO,1135439
AUBANK25JUL645CE,BFO,1135450
BAJAJFINSV25JUL2200CE,BFO,1135402
CYIENT25JUL1340PE,BFO,1135416
PEL25JUL1160PE,BFO,1135256
FEDERALBNK25JUN217.5CE,BFO,1135259
BANKEX25JUN70600PE,BFO,1135274
CESC25JUN177.5CE,BFO,1135277
CESC25JUN177.5PE,BFO,1135303
SENSEX5025MAY26150CE,BFO,1135453
BANKINDIA25JUN127CE,BFO,1135457
SENSEX2560386300CE,BFO,1135452
BAJAJFINSV25JUN2200PE,BFO,1135481
ABFRL25JUN305CE,BFO,1135285
POWERGRID25JUN337.5PE,BFO,1135296
NHPC25JUN94PE,BFO,1135290
POWERGRID25JUL332.5PE,BFO,1135337
TVSMOTOR25JUN2840PE,BFO,1135341
MUTHOOTFIN25JUL2320PE,BFO,1135317
HINDPETRO25JUN430PE,BFO,1135319
SENSEX25MAY86600CE,BFO,1135559
NYKAA25JUN210CE,BFO,1135550
IOC25JUL142PE,BFO,1135500
HDFCAMC25JUL4800CE,BFO,1135519
IRB25JUL55CE,BFO,1135367
ICICIPRULI25JUN635PE,BFO,1135362
TVSMOTOR25JUL2860CE,BFO,1135370
