symbol,token,exch_seg
GODREJCP25DEC1220CE,1105363,BFO
RBLBANK25DEC275CE,1105364,BFO
NHPC25DEC84PE,1105385,BFO
JINDALSTEL25DEC1150CE,1129100,BFO
BANKINDIA25OCT133CE,1129112,BFO
CONCOR25NOV565CE,1129119,BFO
ADANIENSOL25OCT990PE,1129125,BFO
SENSEX25N1379300CE,1105388,BFO
INFY25DEC1620PE,1105390,BFO
PPLPHARMA25DECFUT,1105397,BFO
TITAGARH25DEC1000CE,1105408,BFO
BANKINDIA25OCT133PE,1129127,BFO
BEL25DEC445CE,1129159,BFO
LT25NOV3840PE,1129167,BFO
INDIANB25NOV840CE,1129169,BFO
PETRONET25DEC245PE,1105411,BFO
UNITDSPR25DEC1240CE,1105420,BFO
INFY25DEC1460PE,1105421,BFO
CAMS25DEC4400CE,1105426,BFO
NBCC25OCT118CE,1129194,BFO
BANKBARODA25OCT280PE,1129199,BFO
MOTHERSON25NOV114PE,1129223,BFO
JINDALSTEL25DEC1140CE,1129227,BFO
INOXWIND25DEC135CE,1105450,BFO
IRCTC25DEC750PE,1105453,BFO
BAJAJFINSV25DEC1980CE,1105459,BFO
SENSEX25N1377900CE,1105460,BFO
BHEL25NOV262.5CE,1129245,BFO
JUBLFOOD25DEC700CE,1129247,BFO
KALYANKJIL25DEC550CE,1129248,BFO
BANKBARODA25OCT282.5CE,1129254,BFO
BANKEX25DEC54900PE,1105470,BFO
SENSEX25N1387000CE,1105490,BFO
HINDPETRO25DEC455CE,1105496,BFO
MANAPPURAM25DEC285PE,1105504,BFO
HFCL25OCT83CE,1129274,BFO
BHEL25OCT262.5CE,1129276,BFO
LICI25NOV980PE,1129294,BFO
INDIANB25NOV830PE,1129301,BFO
BANKEX25DEC64000PE,1105509,BFO
GLENMARK25DEC2160PE,1105532,BFO
M&M25DEC3800CE,1105536,BFO
HINDZINC25DEC530CE,1105537,BFO
CANBK25OCT133PE,1129309,BFO
MARUTI25DEC15200CE,1129310,BFO
INDIANB25OCT830CE,1129314,BFO
DMART25DEC4000PE,1129393,BFO
BANKEX25DEC60300PE,1105570,BFO
MAZDOCK25DEC3500CE,1105620,BFO
INDUSTOWER25DEC360PE,1105624,BFO
OIL25DEC400CE,1105667,BFO
PATANJALI25NOV630CE,1129416,BFO
SENSEX25N1388800CE,1129423,BFO
HDFCBANK25DEC1005PE,1129425,BFO
HINDPETRO25DEC485PE,1129436,BFO
IDFCFIRSTB25DECFUT,1105673,BFO
NYKAA25DEC232.5PE,1105688,BFO
NHPC25DEC89PE,1105706,BFO
ITC25DEC382.5CE,1129443,BFO
BANKEX25NOV70400PE,1129450,BFO
FORTIS25DEC1100CE,1129471,BFO
NYKAA25NOV270CE,1129494,BFO
RELIANCE25DEC1360CE,1105700,BFO
AUBANK25DEC820CE,1129497,BFO
BOSCHLTD25DEC42500CE,1129498,BFO
AXISBANK25DEC1280PE,1129517,BFO
IOC25DEC162CE,1129519,BFO
HINDUNILVR25DEC2400CE,1105738,BFO
NUVAMA25DEC5700PE,1105740,BFO
LICI25DEC840CE,1105768,BFO
RELIANCE25DEC1440PE,1105771,BFO
NAUKRI25DEC1520CE,1129522,BFO
MANAPPURAM25NOV307.5PE,1129527,BFO
SENSEX25N2089000PE,1129529,BFO
HINDPETRO25NOV485PE,1129533,BFO
ASHOKLEY25DEC152.5PE,1105784,BFO
COLPAL25DEC2280PE,1105792,BFO
YESBANK25DEC23CE,1105831,BFO
IDFCFIRSTB25DEC69CE,1105837,BFO
LTIM25DEC5550PE,1129557,BFO
BANKEX25NOV70300PE,1129559,BFO
BANKEX25DEC70600CE,1129568,BFO
PAYTM25DEC1320PE,1129573,BFO
SONACOMS25DEC390CE,1105839,BFO
ASIANPAINT25DEC2480PE,1105845,BFO
INDHOTEL25DEC730PE,1105848,BFO
TRENT25DEC4400CE,1105872,BFO
ASHOKLEY25NOV132CE,1129574,BFO
SAIL25OCT127CE,1129586,BFO
BOSCHLTD25DEC42500PE,1129593,BFO
SENSEX5025DEC27050PE,1129599,BFO
INDUSINDBK25DEC710CE,1105876,BFO
ASHOKLEY25DEC125CE,1105881,BFO
SUZLON25DEC51CE,1105883,BFO
SUNPHARMA25DEC1540PE,1105886,BFO
CANBK25OCT134PE,1129618,BFO
AUBANK25DEC830PE,1129653,BFO
SENSEX25N1389000PE,1129672,BFO
OIL25DEC455CE,1129690,BFO
MPHASIS25DEC2950CE,1105901,BFO
PHOENIXLTD25DEC1560PE,1105903,BFO
HUDCO25DEC220CE,1105909,BFO
BANKEX25DEC66200CE,1105910,BFO
POLICYBZR25NOV1860PE,1129694,BFO
SENSEX25N1389200PE,1129700,BFO
VBL25OCT405PE,1129704,BFO
PGEL25NOV590CE,1129706,BFO
SENSEX25N1383600PE,1105914,BFO
NESTLEIND25DEC1220PE,1105933,BFO
ZYDUSLIFE25DEC1000PE,1105937,BFO
ETERNAL25DEC295CE,1105939,BFO
CHOLAFIN25DEC1780PE,1129708,BFO
MANAPPURAM25NOV307.5CE,1129712,BFO
UNOMINDA25OCT1480PE,1129741,BFO
FORTIS25DEC1070CE,1129747,BFO
HDFCBANK25DEC800CE,1105950,BFO
COALINDIA25DEC380PE,1105975,BFO
DABUR25DEC525CE,1106007,BFO
CANBK25DEC122PE,1106019,BFO
DMART25DEC4000CE,1129753,BFO
ASHOKLEY25NOV131CE,1129759,BFO
FORTIS25OCT1080CE,1129766,BFO
FORTIS25NOV1110PE,1129773,BFO
BANDHANBNK25DEC157.5PE,1106034,BFO
VOLTAS25DEC1380CE,1106047,BFO
BAJAJ-AUTO25DEC9300PE,1106059,BFO
YESBANK25DEC15PE,1106060,BFO
SENSEX25N1388900CE,1129774,BFO
SENSEX26SEP87000CE,1129786,BFO
BANKEX25OCT70600CE,1129804,BFO
PERSISTENT25DEC5900PE,1129820,BFO
PHOENIXLTD25DEC1460CE,1106063,BFO
RELIANCE25DECFUT,1106071,BFO
IREDA25DEC120CE,1106165,BFO
GRASIM25DEC2780PE,1106168,BFO
IOC25NOV161CE,1129823,BFO
BANKEX25OCT70900PE,1129829,BFO
NYKAA25NOV272.5CE,1129839,BFO
ANGELONE25DEC2600PE,1129843,BFO
BANKINDIA25DEC102.5CE,1106172,BFO
JIOFIN25DEC315PE,1106214,BFO
HAL25DEC5000CE,1106240,BFO
MARICO25DEC720CE,1106271,BFO
BSE25DEC3100CE,1129852,BFO
UNOMINDA25OCT1500PE,1129875,BFO
MOTHERSON25DEC97CE,1129883,BFO
KEI25DEC4550CE,1129886,BFO
PRESTIGE25DEC1640PE,1106280,BFO
SAIL25DEC155PE,1106308,BFO
NTPC25DEC355PE,1106329,BFO
BANKEX25DEC55800CE,1106358,BFO
NYKAA25OCT277.5CE,1129889,BFO
GODREJPROP25DEC2220CE,1129890,BFO
FEDERALBNK25DEC215PE,1129900,BFO
KAYNES25OCT8300CE,1129907,BFO
COALINDIA25DEC385PE,1106361,BFO
APOLLOHOSP25DEC7550PE,1106378,BFO
SENSEX25N1385800CE,1106381,BFO
BANKEX25DEC60500PE,1106382,BFO
SENSEX25N2089400CE,1129925,BFO
KEI25DEC4550PE,1129930,BFO
CROMPTON25DEC250PE,1129935,BFO
NYKAA25NOV275CE,1129937,BFO
BAJAJFINSV25DEC2040CE,1106439,BFO
KAYNES25DEC7600PE,1106445,BFO
PAGEIND25DECFUT,1106464,BFO
MARICO25DEC630CE,1106498,BFO
CANBK25DEC135CE,1129940,BFO
BAJFINANCE25DEC1090PE,1129962,BFO
ETERNAL25DEC375CE,1129973,BFO
IRFC25OCT134PE,1129988,BFO
SAMMAANCAP25NOV125CE,1106499,BFO
360ONE25DEC1040CE,1106525,BFO
AMBUJACEM25DEC600CE,1106540,BFO
COFORGE25DEC1500CE,1106621,BFO
INDUSTOWER25DEC395PE,1129993,BFO
NYKAA25NOV280PE,1129997,BFO
IIFL25NOV550PE,1130011,BFO
COFORGE25DEC1820CE,1130013,BFO
GODREJPROP25DEC2250CE,1106630,BFO
UNIONBANK25DEC137.5CE,1106645,BFO
ICICIPRULI25DECFUT,1106648,BFO
HUDCO25DEC225PE,1106655,BFO
CROMPTON25DEC250CE,1130015,BFO
DIVISLAB25OCT6250PE,1130019,BFO
FEDERALBNK25DEC217.5PE,1130032,BFO
DIVISLAB25OCT6450PE,1130033,BFO
ASHOKLEY25DECFUT,1106657,BFO
TATAPOWER25DEC415PE,1106697,BFO
TORNTPHARM25DEC3550PE,1106724,BFO
JSWENERGY25DEC530PE,1106727,BFO
DIVISLAB25OCT6350CE,1130040,BFO
RVNL25OCT385PE,1130043,BFO
BAJFINANCE25NOV1090CE,1130044,BFO
PETRONET25OCT302.5PE,1130047,BFO
PATANJALI25DEC700CE,1106740,BFO
BANKEX25DEC59800PE,1106748,BFO
SENSEX25N1385200PE,1106752,BFO
SENSEX25N1387500PE,1106757,BFO
SENSEX25N2089400PE,1130061,BFO
UNOMINDA25DEC1500CE,1130074,BFO
HDFCBANK25NOV1015PE,1130077,BFO
CDSL25DEC2320PE,1130089,BFO
DABUR25DEC505PE,1106777,BFO
ASTRAL25DEC1540PE,1106783,BFO
CIPLA25DEC1440PE,1106787,BFO
PGEL25DEC400PE,1106833,BFO
TECHM25DEC1600CE,1130095,BFO
GLENMARK25DEC1800PE,1130105,BFO
DABUR25DEC445CE,1130117,BFO
TITAN25OCT3620PE,1130130,BFO
BAJFINANCE25DEC1300PE,1106866,BFO
BEL25DEC380CE,1106888,BFO
MANKIND25DEC2250PE,1106890,BFO
OIL25DEC420CE,1106902,BFO
COFORGE25DEC1840CE,1130146,BFO
GODREJCP25OCT980PE,1130147,BFO
HDFCAMC25NOV5150PE,1130150,BFO
TITAN25DEC3680CE,1130154,BFO
TORNTPOWER25DEC1200CE,1106904,BFO
BOSCHLTD25DEC38750PE,1106936,BFO
JSWSTEEL25DEC1110CE,1106951,BFO
BLUESTARCO25DEC1780CE,1106960,BFO
TCS25DEC3140PE,1130189,BFO
AUROPHARMA25DEC920CE,1130193,BFO
IIFL25NOV560PE,1130196,BFO
SBIN25OCT825CE,1130205,BFO
AMBUJACEM25DEC605CE,1106961,BFO
WIPRO25DEC227.5CE,1106967,BFO
SAMMAANCAP25OCT120CE,1106989,BFO
MAXHEALTH25DEC1000PE,1107028,BFO
PFC25DEC365PE,1130221,BFO
TITAN25NOV3680PE,1130223,BFO
BRITANNIA25DEC5500PE,1130264,BFO
LICHSGFIN25DEC525CE,1130274,BFO
TITAN25DEC3620PE,1130282,BFO
SENSEX28DEC77000PE,1138446,BFO
SENSEX28JUN86000CE,1141941,BFO
SHRIRAMFIN25DEC550PE,1107034,BFO
PATANJALI25DEC700PE,1107120,BFO
BOSCHLTD25DEC38000CE,1107130,BFO
KALYANKJIL25DEC390PE,1107150,BFO
SENSEX25DEC86000PE,1141883,BFO
MANKIND25DEC2150CE,1107161,BFO
HINDALCO25DEC740PE,1107165,BFO
OFSS25DEC9300CE,1107177,BFO
DABUR25DEC470PE,1107184,BFO
SENSEX27JUN86000PE,1141951,BFO
SENSEX27DEC86000PE,1141953,BFO
SENSEX28JUN86000PE,1141991,BFO
BSE25NOV2550PE,2035148,BFO
TATATECH25DEC700PE,1107188,BFO
ASIANPAINT25DEC2320PE,1107203,BFO
BANKEX25DEC55100CE,1107236,BFO
MUTHOOTFIN25DEC2800CE,1107243,BFO
BSE25NOV2550CE,2035177,BFO
BSE25NOV1950PE,2035645,BFO
CDSL25NOV1700PE,2037204,BFO
BSE25NOV1850CE,2038014,BFO
SENSEX26MAR87000CE,820462,BFO
SENSEX25DEC87000PE,820732,BFO
SENSEX29DEC84000CE,841821,BFO
AUBANK25DEC680PE,1107271,BFO
DRREDDY25DEC1140CE,1107298,BFO
PNBHOUSING25DEC920PE,1107301,BFO
TIINDIA25DEC3100CE,1107325,BFO
CDSL25OCT1900PE,2291448,BFO
SENSEX29DEC78000PE,841829,BFO
SENSEX29DEC78000CE,842132,BFO
SENSEX27DEC81000PE,842981,BFO
SENSEX25DEC82000PE,842993,BFO
IOC25DEC130PE,1107369,BFO
TRENT25DEC4000PE,1107383,BFO
MCX25DEC7900PE,1107405,BFO
BRITANNIA25DEC6250PE,1107414,BFO
SENSEX25DEC82000CE,843137,BFO
SENSEX25DEC88000CE,843243,BFO
SENSEX27JUN88000PE,843307,BFO
SENSEX27JUN85000CE,843711,BFO
PGEL25DEC440CE,1107432,BFO
GRASIM25DEC2880CE,1107437,BFO
MPHASIS25DEC2700CE,1107470,BFO
NCC25DEC185CE,1107500,BFO
ITC25DEC435CE,1107514,BFO
HDFCAMC25DEC6300PE,1107529,BFO
FEDERALBNK25DEC175PE,1107577,BFO
IIFL25DEC440PE,1107578,BFO
SENSEX30JUN85000PE,844132,BFO
SENSEX28JUN89000CE,844154,BFO
SENSEX25DEC89000CE,844338,BFO
SENSEX26DEC89000PE,844383,BFO
SENSEX30JUN80000CE,844400,BFO
SENSEX25DEC83000PE,846396,BFO
SENSEX28JUN84000CE,846473,BFO
SENSEX27JUN84000PE,846570,BFO
WIPRO25DEC230CE,1107601,BFO
PETRONET25DEC250CE,1107611,BFO
VEDL25DEC430CE,1107631,BFO
POLICYBZR25DEC1500CE,1107642,BFO
SENSEX27DEC84000PE,846610,BFO
SENSEX26JUN84000PE,846657,BFO
ADANIENT25OCT2750CE,848946,BFO
EICHERMOT25OCT5600CE,848949,BFO
JSWENERGY25DEC570PE,1107672,BFO
SENSEX25N1385400PE,1107673,BFO
BANKINDIA25DEC115CE,1107679,BFO
HINDUNILVR25DEC2560PE,1107695,BFO
GODREJCP25OCT1200CE,848951,BFO
YESBANK25OCT14PE,848957,BFO
ICICIPRULI25OCT700CE,848959,BFO
ONGC25OCT275PE,848985,BFO
TATAPOWER25DEC365PE,1107821,BFO
LTF25DEC245CE,1107825,BFO
OFSS25DEC9600PE,1107832,BFO
OIL25DEC460CE,1107838,BFO
RVNL25OCT420PE,848992,BFO
ITC25OCT440PE,849006,BFO
LUPIN25OCT2000PE,849012,BFO
BOSCHLTD25OCT36750CE,849021,BFO
NCC25DEC185PE,1107841,BFO
PNBHOUSING25DEC960CE,1107849,BFO
MANKIND25DEC2600CE,1107850,BFO
LUPIN25DEC1860PE,1107861,BFO
INDUSTOWER25OCT435CE,849026,BFO
NYKAA25OCT205CE,849029,BFO
BAJFINANCE25OCT1600PE,849049,BFO
INFY25OCT1500CE,849069,BFO
ADANIENT25DEC2300PE,1107862,BFO
ABCAPITAL25DEC300PE,1107874,BFO
SAMMAANCAP25DEC155CE,1107907,BFO
IEX25DEC150CE,1107972,BFO
MARICO25OCT770PE,849071,BFO
BANKINDIA25OCT120PE,849076,BFO
LICI25OCT910CE,849088,BFO
HDFCAMC25OCT4900CE,849093,BFO
BHEL25DEC225PE,1107978,BFO
SENSEX5025DEC26300PE,1108703,BFO
SUNPHARMA25DEC1500CE,1108793,BFO
VEDL25DEC500PE,1110717,BFO
BDL25OCT2150CE,849101,BFO
KPITTECH25OCT1380PE,849105,BFO
TORNTPOWER25OCT1420PE,849109,BFO
ADANIENSOL25OCT1000PE,849139,BFO
BANKEX25DEC64600PE,1110736,BFO
OIL25DEC460PE,1110757,BFO
APLAPOLLO25DEC1660CE,1110763,BFO
TECHM25DEC1500PE,1110774,BFO
MAZDOCK25DEC3200CE,1110780,BFO
BIOCON25DEC355CE,1110819,BFO
SONACOMS25DEC340CE,1110826,BFO
PAYTM25DEC1220CE,1110846,BFO
COALINDIA25OCT385CE,849144,BFO
AMBER25OCT7100PE,849145,BFO
DIXON25OCT17500PE,849148,BFO
ITC25OCT445PE,849162,BFO
PAGEIND25OCT50500PE,849174,BFO
TATACONSUM25OCT1140CE,849198,BFO
SUNPHARMA25OCT1520PE,849226,BFO
IDEA25OCT5CE,849266,BFO
DALBHARAT25DEC2300PE,1110848,BFO
WIPRO25DECFUT,1110865,BFO
VBL25DEC460CE,1110891,BFO
IEX25DEC155CE,1110898,BFO
NTPC25OCT330PE,849269,BFO
DRREDDY25OCT1360PE,849276,BFO
TATATECH25OCT750PE,849282,BFO
ABCAPITAL25OCT245PE,849290,BFO
UPL25DEC620PE,1110903,BFO
GODREJCP25DEC1300CE,1110939,BFO
BOSCHLTD25DEC38500PE,1110942,BFO
PHOENIXLTD25DEC1420PE,1111005,BFO
PERSISTENT25OCT5100PE,849295,BFO
ASIANPAINT25OCT2520CE,849301,BFO
TIINDIA25OCT2700PE,849302,BFO
PIDILITIND25OCT1520PE,849316,BFO
PETRONET25DEC290CE,1111016,BFO
HDFCBANK25DEC860PE,1111024,BFO
MPHASIS25DEC2650CE,1111029,BFO
SENSEX25N1381000PE,1111041,BFO
TIINDIA25OCT3150CE,849331,BFO
ICICIBANK25OCT1430PE,849337,BFO
CHOLAFIN25OCT1660CE,849360,BFO
CONCOR25OCT630CE,849396,BFO
BIOCON25DEC330PE,1111057,BFO
WIPRO25DEC247.5PE,1111065,BFO
ZYDUSLIFE25DEC960CE,1111070,BFO
NAUKRI25DEC1400CE,1111072,BFO
CGPOWER25OCT640CE,849405,BFO
NAUKRI25OCT1500CE,849407,BFO
TCS25OCT3280PE,849429,BFO
NESTLEIND25OCT1190PE,849441,BFO
SIEMENS25DEC2800CE,1111075,BFO
ADANIENSOL25DEC940PE,1111086,BFO
PAGEIND25DEC41000CE,1111088,BFO
GMRAIRPORT25DEC88PE,1111093,BFO
KALYANKJIL25OCT550CE,849446,BFO
RBLBANK25OCTFUT,849468,BFO
POLICYBZR25OCT1550CE,849471,BFO
BAJAJFINSV25OCT2020CE,849479,BFO
BOSCHLTD25DEC38250PE,1111095,BFO
BANKBARODA25DEC242.5CE,1111137,BFO
NYKAA25DEC247.5CE,1111141,BFO
DIVISLAB25DEC6500PE,1111143,BFO
ICICIGI25OCT2120CE,849480,BFO
CROMPTON25OCT360PE,849482,BFO
JIOFIN25OCT330CE,849493,BFO
ZYDUSLIFE25OCT970CE,849502,BFO
MANAPPURAM25DEC275PE,1111188,BFO
ABB25DEC5700CE,1111206,BFO
HINDZINC25DEC520CE,1111223,BFO
MAXHEALTH25DEC1240PE,1111232,BFO
GRASIM25OCT2900PE,849523,BFO
SBIN25OCT820PE,849505,BFO
INDUSTOWER25OCT380PE,849508,BFO
HDFCBANK25OCT1040PE,849515,BFO
GRASIM25DEC2640PE,1111235,BFO
INFY25DEC1360PE,1111237,BFO
TATACONSUM25DEC1170CE,1111242,BFO
CROMPTON25DEC335CE,1111285,BFO
HINDALCO25OCT650CE,849554,BFO
DABUR25OCT540CE,849555,BFO
POLYCAB25OCT6700CE,849565,BFO
BANDHANBNK25OCT177.5CE,849580,BFO
KAYNES25DECFUT,1111352,BFO
LAURUSLABS25DEC910CE,1111355,BFO
ADANIENT25DEC2400CE,1111359,BFO
PGEL25DEC460PE,1111368,BFO
FEDERALBNK25OCT217.5PE,849587,BFO
OBEROIRLTY25OCT1840PE,849598,BFO
RELIANCE25OCT1450CE,849601,BFO
INOXWIND25OCT197.15PE,849605,BFO
BDL25DECFUT,1111389,BFO
IEX25DEC135PE,1111400,BFO
BANKBARODA25DEC242.5PE,1111412,BFO
BANKBARODA25DEC247.5CE,1111431,BFO
APOLLOHOSP25OCT7350PE,849608,BFO
INDHOTEL25OCT750PE,849615,BFO
TATAMOTORS25OCT630PE,849622,BFO
VEDL25OCT464PE,849628,BFO
TECHM25DEC1540PE,1111465,BFO
ASHOKLEY25DEC142.5PE,1111472,BFO
CUMMINSIND25DEC4150CE,1111476,BFO
BANKEX25DEC63200CE,1111481,BFO
JIOFIN25OCT330PE,849647,BFO
KPITTECH25OCT1300CE,849650,BFO
AUBANK25OCT820CE,849651,BFO
TORNTPHARM25OCT3600PE,849656,BFO
HCLTECH25DEC1460PE,1111509,BFO
TCS25DEC2940PE,1111522,BFO
TATAMOTORS25DEC600PE,1111524,BFO
INDUSINDBK25DEC700CE,1111533,BFO
PNBHOUSING25OCT1040PE,849665,BFO
IRFC25OCT122.5PE,849666,BFO
PIDILITIND25OCT1580CE,849681,BFO
MANAPPURAM25OCT300CE,849683,BFO
GAIL25OCT197.5PE,849692,BFO
TATACONSUM25OCT1090CE,849695,BFO
PFC25OCT390PE,849705,BFO
IIFL25OCT510CE,849723,BFO
BLUESTARCO25DEC1900PE,1111553,BFO
IGL25DEC180PE,1111556,BFO
UPL25DEC660PE,1111564,BFO
VOLTAS25DEC1460CE,1111565,BFO
BLUESTARCO25OCT1840PE,849725,BFO
HFCL25OCT97.5PE,849727,BFO
TATAELXSI25OCT5400CE,849736,BFO
ITC25OCT410CE,849761,BFO
IGL25DEC185CE,1111567,BFO
MANKIND25DEC2200PE,1111571,BFO
PPLPHARMA25DEC190CE,1111574,BFO
COLPAL25DEC2180PE,1111585,BFO
LT25DEC3850CE,1111598,BFO
IOC25DEC137.5CE,1111607,BFO
BANKEX25DEC59500PE,1111608,BFO
NESTLEIND25DEC1200CE,1111611,BFO
TORNTPHARM25OCT3500CE,849764,BFO
INOXWIND25OCT202.05PE,849782,BFO
PHOENIXLTD25OCT1560PE,849789,BFO
IREDA25OCT140CE,849793,BFO
GODREJCP25OCT1360PE,849798,BFO
PERSISTENT25OCTFUT,849802,BFO
INDIANB25OCT620CE,849817,BFO
KOTAKBANK25OCT2300CE,849827,BFO
COALINDIA25DEC370PE,1111614,BFO
DELHIVERY25DEC475PE,1111633,BFO
SAMMAANCAP25NOV142.5CE,1111643,BFO
INOXWIND25DEC105PE,1111651,BFO
POLICYBZR25DEC1900CE,1111658,BFO
HCLTECH25DEC1360CE,1111671,BFO
SENSEX5025DEC25200PE,1111701,BFO
CAMS25DEC3900CE,1111700,BFO
SBICARD25OCT910PE,849844,BFO
COLPAL25OCT2340CE,849847,BFO
SONACOMS25OCT480PE,849853,BFO
FORTIS25OCT810PE,849862,BFO
BHARATFORG25DEC1300CE,1111724,BFO
NAUKRI25DEC1280CE,1111730,BFO
JUBLFOOD25DEC640CE,1111744,BFO
IRFC25DEC120CE,1111767,BFO
ICICIPRULI25OCT690CE,849864,BFO
JUBLFOOD25OCT740CE,849868,BFO
MUTHOOTFIN25OCT2700PE,849870,BFO
TATAPOWER25OCTFUT,849871,BFO
MUTHOOTFIN25DEC3050CE,1111784,BFO
AMBER25DEC8100CE,1111787,BFO
GRASIM25DEC2760CE,1111798,BFO
INFY25DEC1480CE,1111803,BFO
GMRAIRPORT25OCT90PE,849890,BFO
PAYTM25OCT880PE,849891,BFO
IIFL25OCT510PE,849899,BFO
NATIONALUM25OCT200PE,849903,BFO
SAIL25DECFUT,1111840,BFO
NATIONALUM25OCT205CE,849914,BFO
BEL25OCT435CE,849920,BFO
AMBUJACEM25OCT620CE,849948,BFO
PAGEIND25OCT50000PE,849950,BFO
ABB25DEC5900CE,1111831,BFO
SYNGENE25DEC710CE,1111836,BFO
APOLLOHOSP25DEC7700PE,1111837,BFO
AMBER25OCT7500PE,849970,BFO
AUROPHARMA25OCT1020CE,849998,BFO
NCC25OCT230PE,850000,BFO
ONGC25OCT280CE,850007,BFO
SAMMAANCAP25NOV142.5PE,1111848,BFO
ASHOKLEY25DEC150CE,1111884,BFO
EICHERMOT25DEC6750PE,1111893,BFO
EXIDEIND25DEC415CE,1111894,BFO
ALKEM25OCT5000PE,850010,BFO
EICHERMOT25OCT5400PE,850012,BFO
POWERGRID25OCT275PE,850017,BFO
JSWENERGY25OCT550PE,850029,BFO
ONGC25DEC215PE,1111908,BFO
SBIN25DEC830PE,1111932,BFO
ADANIENT25DEC2600CE,1111955,BFO
KEI25DEC3950CE,1111957,BFO
BAJFINANCE25OCT500CE,850031,BFO
SYNGENE25OCT560CE,850035,BFO
KAYNES25OCT6900CE,850038,BFO
CIPLA25OCT1460PE,850047,BFO
SUPREMEIND25DEC4900PE,1111990,BFO
INOXWIND25DEC140PE,1112004,BFO
KALYANKJIL25NOV390PE,1112025,BFO
MCX25DEC7600PE,1112032,BFO
APOLLOHOSP25OCT7700CE,850059,BFO
AMBUJACEM25OCT555CE,850063,BFO
TATATECH25OCT720CE,850067,BFO
HAVELLS25OCT1640CE,850074,BFO
CROMPTON25DEC280PE,1112038,BFO
BPCL25DEC320PE,1112047,BFO
IDEA25DEC5PE,1112052,BFO
HAVELLS25DEC1540CE,1112064,BFO
MAXHEALTH25OCT1280CE,850078,BFO
INDIGO25OCT6500PE,850079,BFO
360ONE25OCT1200CE,850084,BFO
AUBANK25OCT860CE,850093,BFO
NYKAA25DEC230PE,1112073,BFO
TORNTPHARM25DEC3700PE,1112085,BFO
ANGELONE25DEC1950PE,1112086,BFO
AUBANK25DEC760CE,1112095,BFO
IGL25OCT210CE,850095,BFO
NBCC25OCT117.5PE,850102,BFO
JSWENERGY25OCT460PE,850107,BFO
LUPIN25OCT1840PE,850116,BFO
TECHM25DEC1580PE,1112103,BFO
HDFCAMC25DEC5300CE,1112123,BFO
BANDHANBNK25DEC150PE,1112127,BFO
BANKBARODA25DEC255CE,1112135,BFO
BHEL25OCT260CE,850118,BFO
PNB25OCT108CE,850125,BFO
MCX25OCT9000CE,850126,BFO
ASHOKLEY25OCT125PE,850129,BFO
LICHSGFIN25DEC530CE,1112150,BFO
LAURUSLABS25DEC860CE,1112155,BFO
BANDHANBNK25DEC155CE,1112156,BFO
SENSEX25N1375100PE,1112171,BFO
INDUSINDBK25OCT840CE,850136,BFO
INOXWIND25OCT172.5PE,850150,BFO
CGPOWER25OCT660PE,850158,BFO
KFINTECH25OCT1350CE,850173,BFO
CGPOWER25DEC720PE,1112194,BFO
BLUESTARCO25DEC1940PE,1112207,BFO
TATAELXSI25DEC5500CE,1112228,BFO
KFINTECH25DEC1250CE,1112242,BFO
SUNPHARMA25OCT1660CE,850175,BFO
PAGEIND25OCT51000PE,850189,BFO
CAMS25OCT4000PE,850203,BFO
KPITTECH25OCT1320CE,850219,BFO
ICICIGI25DEC1820CE,1112255,BFO
PATANJALI25DEC600CE,1112265,BFO
HINDUNILVR25DEC2420PE,1112292,BFO
ZYDUSLIFE25DEC1020CE,1112322,BFO
DABUR25OCT495CE,850220,BFO
OFSS25OCT9400PE,850243,BFO
IGL25OCT215CE,850255,BFO
BLUESTARCO25OCT1780CE,850258,BFO
INDUSINDBK25DEC810CE,1112338,BFO
PHOENIXLTD25DEC1660PE,1112358,BFO
IREDA25DEC115PE,1112362,BFO
SENSEX25N1381400PE,1112363,BFO
BEL25DEC440CE,1112392,BFO
LICI25DEC870PE,1112416,BFO
SAMMAANCAP25NOV150CE,1112423,BFO
NCC25DEC170CE,1112439,BFO
HINDZINC25OCT480PE,850269,BFO
PNB25OCT108PE,850273,BFO
MARUTI25OCT12200CE,850274,BFO
POLICYBZR25OCT1950CE,850285,BFO
AMBUJACEM25OCT590CE,850294,BFO
JINDALSTEL25OCT1010PE,850299,BFO
YESBANK25OCT20CE,850309,BFO
BPCL25OCT335PE,850312,BFO
TATAPOWER25DEC375CE,1112461,BFO
SENSEX25N1386700CE,1112464,BFO
CHOLAFIN25DEC1540PE,1112485,BFO
SUPREMEIND25DECFUT,1112488,BFO
ICICIGI25OCT1900CE,850314,BFO
POLICYBZR25OCTFUT,850315,BFO
NMDC25OCT73CE,850321,BFO
UPL25OCT600PE,850331,BFO
ADANIENSOL25DEC820CE,1112500,BFO
MAZDOCK25DEC2300CE,1112504,BFO
POLICYBZR25DEC1850CE,1112508,BFO
APLAPOLLO25DEC1620PE,1112514,BFO
BRITANNIA25OCT5800CE,850334,BFO
MPHASIS25OCT2800PE,850364,BFO
ALKEM25OCT4500CE,850374,BFO
BOSCHLTD25OCT36750PE,850376,BFO
BAJFINANCE25DECFUT,1112517,BFO
LICI25DEC940PE,1112524,BFO
DLF25NOV580PE,1112525,BFO
MUTHOOTFIN25DEC3250CE,1112536,BFO
IREDA25OCT180PE,850383,BFO
GLENMARK25OCT1860CE,850388,BFO
